42.99128,-78.792113,0,-0.0550619115
42.99128,-78.7921159,0.19999,-0.0129652882
42.99128,-78.7921189,0.39998,-0.0514924367
42.99128,-78.7921219,0.59997,-0.164511625
42.99128,-78.7921249,0.79996,-0.129129905
42.99128,-78.7921279,0.99995,-0.138735331
42.99128,-78.7921309,1.19994,-0.2194955
42.99128,-78.7921339,1.39993,-0.237002173
42.99128,-78.7921369,1.59992,-0.211685305
42.99128,-78.7921399,1.79991,-0.207864729
42.99128,-78.7921429,1.9999,-0.213929676
42.99128,-78.7921459,2.19989,-0.185234153
42.99128,-78.7921489,2.39988,-0.209338898
42.99128,-78.7921519,2.59987,-0.221566919
42.99128,-78.7921548,2.79986,-0.196846213
42.99128,-78.7921578,2.99985,-0.172583439
42.99128,-78.7921608,3.19984,-0.190105492
42.99128,-78.7921638,3.39983,-0.192752273
42.99128,-78.7921668,3.59982,-0.172819662
42.99128,-78.7921698,3.79981,-0.174530065
42.99128,-78.7921728,3.9998,-0.22329548
42.99128,-78.7921758,4.19979,-0.192406083
42.99128,-78.7921788,4.39978,-0.161419266
42.99128,-78.7921818,4.59977,-0.202628234
42.99128,-78.7921848,4.79976,-0.137233949
42.99128,-78.7921878,4.99975,-0.239796431
42.99128,-78.7921908,5.19974,-0.216629048
42.99128,-78.7921937,5.39973,-0.13460239
42.99128,-78.7921967,5.59972,-0.245908157
42.99128,-78.7921997,5.79971,-0.318817599
42.99128,-78.7922027,5.9997,-0.199278485
42.99128,-78.7922057,6.19969,-0.167302301
42.99128,-78.7922087,6.39968,-0.335252572
42.99128,-78.7922117,6.59967,-0.289130373
42.99128,-78.7922147,6.79966,-0.208539553
42.99128,-78.7922177,6.99965,-0.295319081
42.99128,-78.7922207,7.19964,-0.338545014
42.99128,-78.7922237,7.39963,-0.279457793
42.99128,-78.7922267,7.59962,-0.258245447
42.99128,-78.7922296,7.79961,-0.272638172
42.99128,-78.7922326,7.9996,-0.288094185
42.99128,-78.7922356,8.19959,-0.268091346
42.99128,-78.7922386,8.39958,-0.229293385
42.99128,-78.7922416,8.59957,-0.24945701
42.99128,-78.7922446,8.79956,-0.260717508
42.99128,-78.7922476,8.99955,-0.204914517
42.99128,-78.7922506,9.19954,-0.146192087
42.99128,-78.7922536,9.39953,-0.17756552
42.99128,-78.7922566,9.59952,-0.179525032
42.99128,-78.7922596,9.79951,-0.125067889
42.99128,-78.7922626,9.9995,-0.115947605
42.99128,-78.7922656,10.19949,-0.166128126
42.99128,-78.7922685,10.39948,-0.18903529
42.99128,-78.7922715,10.59947,-0.166030502
42.99128,-78.7922745,10.79946,-0.15828214
42.99128,-78.7922775,10.99945,-0.222579913
42.99128,-78.7922805,11.19944,-0.243339075
42.99128,-78.7922835,11.39943,-0.2117672
42.99128,-78.7922865,11.59942,-0.258043967
42.99128,-78.7922895,11.79941,-0.315946379
