42.99128,-78.792113,0,178.232452,-0.680761847
42.99128,-78.7921501,3.02001067,178.220978,-0.687336783
42.99128,-78.7921872,6.04002134,178.20929,-0.717011539
42.99128,-78.7922244,9.060032,178.206375,-0.763569996
42.99128,-78.7922615,12.0800427,178.209183,-0.820332653
42.99128,-78.7922986,15.1000533,178.213959,-0.86256417
42.99128,-78.7923357,18.120064,178.221634,-0.870442191
42.99128,-78.7923729,21.1400747,178.231049,-0.870232343
42.99128,-78.79241,24.1600853,178.243607,-0.896673237
42.99128,-78.7924471,27.180096,178.265442,-0.938791948
42.99128,-78.7924843,30.2001067,178.287476,-0.997655822
42.9912774,-78.7925211,33.2095611,178.306625,-1.09252928
42.9912728,-78.7925577,36.2295718,178.326279,-1.21226652
42.99127,-78.7925945,39.2392937,178.366257,-1.30984931
42.99127,-78.7926316,42.2593044,178.438721,-1.3536268
42.99127,-78.7926688,45.2793151,178.535126,-1.37993216
42.99127,-78.7927059,48.2993257,178.626846,-1.39206175
42.99127,-78.792743,51.3193364,178.696747,-1.41081158
42.99127,-78.7927802,54.3393471,178.767441,-1.44424508
42.99127,-78.7928173,57.3593578,178.737656,-1.55230613
42.99127,-78.7928544,60.3793684,178.669205,-1.69646032
42.99127,-78.7928915,63.3993791,178.640976,-1.80888211
42.99127,-78.7929287,66.4193898,178.687744,-1.83068852
42.99127,-78.7929658,69.4394004,178.785034,-1.82332347
42.99127,-78.7930029,72.4594111,178.876556,-1.82076933
42.99127,-78.7930401,75.4794218,178.949387,-1.82996251
42.99127,-78.7930772,78.4994324,179.021606,-1.8578135
42.99127,-78.7931143,81.5194431,179.079605,-1.92566716
42.9912674,-78.7931512,84.528909,179.147675,-2.01160561
42.9912628,-78.7931878,87.5489197,179.22699,-2.08509951
42.99126,-78.7932246,90.5586255,179.291565,-2.14411757
42.99126,-78.7932617,93.5786361,179.339676,-2.21284945
42.99126,-78.7932988,96.5986468,179.384567,-2.28000958
42.99126,-78.793336,99.6186575,179.420578,-2.35034036
42.99126,-78.7933731,102.638668,179.460678,-2.41296554
42.99126,-78.7934102,105.658679,179.539017,-2.4436623
42.99126,-78.7934473,108.678689,179.640884,-2.45495937
42.99126,-78.7934845,111.6987,179.71936,-2.46718412
42.99126,-78.7935216,114.718711,179.740784,-2.49083762
42.99126,-78.7935587,117.738721,179.749832,-2.52080983
42.99126,-78.7935959,120.758732,179.808533,-2.53527549
42.99126,-78.793633,123.778743,179.90387,-2.53659692
42.99126,-78.7936701,126.798753,180.028625,-2.51538415
42.99126,-78.7937073,129.818764,180.213333,-2.45310423
42.99126,-78.7937444,132.838775,180.441925,-2.36438418
42.99126,-78.7937815,135.858785,180.652176,-2.30342362
42.99126,-78.7938187,138.878796,180.801025,-2.29380772
42.99126,-78.7938558,141.898807,180.943329,-2.2942452
42.99126,-78.7938929,144.918817,181.056213,-2.31612826
42.9912586,-78.7939299,147.927755,181.158829,-2.34884411
42.9912534,-78.7939663,150.947766,181.287857,-2.36449793
42.99125,-78.794003,153.955013,181.446609,-2.36369292
42.99125,-78.7940401,156.975024,181.629654,-2.34921161
42.99125,-78.7940772,159.995035,181.797546,-2.26727902
42.99125,-78.7941144,163.015045,181.882355,-2.18265638
42.99125,-78.7941515,166.035056,181.966797,-2.06856506
42.99125,-78.7941886,169.055067,182.053864,-1.91978005
42.99125,-78.7942258,172.075077,182.142731,-1.73234745
42.99125,-78.7942629,175.095088,182.263535,-1.52982066
42.99125,-78.7943,178.115099,182.439896,-1.34476805
42.99125,-78.7943372,181.135109,182.657867,-1.14131375
42.99125,-78.7943743,184.15512,182.865372,-0.976451768
42.99125,-78.7944114,187.175131,183.032883,-0.852194235
42.99125,-78.7944486,190.195141,183.200867,-0.741248106
42.99125,-78.7944857,193.215152,183.362885,-0.657373685
42.99125,-78.7945228,196.235163,183.521545,-0.596836002
42.99125,-78.7945599,199.255173,183.670853,-0.54542671
42.99125,-78.7945971,202.275184,183.802719,-0.529767949
42.99125,-78.7946342,205.295195,183.924286,-0.523840187
42.99125,-78.7946713,208.315205,184.024078,-0.521330944
42.99125,-78.7947085,211.335216,184.086746,-0.530939513
42.99125,-78.7947456,214.355227,184.148056,-0.538222451
42.9912497,-78.7947827,217.372293,184.231979,-0.531411636
42.9912451,-78.7948193,220.392304,184.32962,-0.519827148
42.9912405,-78.7948559,223.412315,184.417389,-0.515175872
42.99124,-78.794893,226.428024,184.4935,-0.514791181
42.99124,-78.7949301,229.448035,184.567383,-0.514240372
42.99124,-78.7949672,232.468046,184.671326,-0.513199956
42.99124,-78.7950044,235.488056,184.803406,-0.437521035
42.99124,-78.7950415,238.508067,184.946472,-0.380561268
42.99124,-78.7950786,241.528078,185.097519,-0.312690891
42.9912368,-78.7951154,244.538902,185.257187,-0.235824695
42.9912323,-78.795152,247.558912,185.413513,-0.168191191
42.99123,-78.7951889,250.568117,185.570862,-0.107954209
42.99123,-78.795226,253.588128,185.728653,-0.0476211772
42.9912284,-78.7952629,256.598264,185.753662,-0.050978353
42.9912238,-78.7952995,259.618275,185.690887,-0.0896558317
42.99122,-78.7953362,262.632265,185.57634,-0.157245359
42.99122,-78.7953733,265.652275,185.403885,-0.242609044
42.99122,-78.7954105,268.672286,185.165787,-0.357829926
42.99122,-78.7954476,271.692297,184.933258,-0.487425664
42.99122,-78.7954847,274.712307,184.786743,-0.581299506
42.9912161,-78.7955214,277.727065,184.649704,-0.678462371
42.9912115,-78.795558,280.747076,184.569519,-0.758350178
42.99121,-78.795595,283.757567,184.520187,-0.847428971
42.99121,-78.7956321,286.777577,184.494553,-0.923079346
42.9912064,-78.7956688,289.790353,184.510193,-0.945734544
42.9912018,-78.7957054,292.810363,184.563202,-0.943705976
42.9912,-78.7957423,295.820012,184.622787,-0.91736092
42.9912,-78.7957795,298.840023,184.727325,-0.843931533
42.991198,-78.7958164,301.849347,184.838547,-0.759145828
42.9911934,-78.795853,304.869358,184.93396,-0.686925849
42.9911888,-78.7958896,307.889368,185.013397,-0.618300395
42.9911842,-78.7959262,310.909379,185.087418,-0.546703194
42.99118,-78.7959628,313.92638,185.159454,-0.490179696
42.99118,-78.7959999,316.94639,185.236877,-0.437940694
42.99118,-78.7960371,319.966401,185.316528,-0.374616142
42.9911752,-78.7960736,322.982327,185.391968,-0.302190827
42.99117,-78.79611,326.002338,185.46489,-0.227571573
42.99116,-78.79619,332.603427,185.567017,-0.127957417
42.99116,-78.7962273,335.636711,185.610672,-0.0147051242
42.99116,-78.7962646,338.669996,185.643265,0.0282649632
42.9911561,-78.7963014,341.697898,185.668777,0.0738666039
42.9911515,-78.7963382,344.731183,185.707062,0.114747255
42.99115,-78.7963753,347.755,185.759277,0.140013553
42.99115,-78.7964126,350.788284,185.811768,0.163478887
42.9911475,-78.7964496,353.810762,185.842636,0.172580017
42.991143,-78.7964864,356.844046,185.847366,0.169861043
42.9911381,-78.7965231,359.877137,185.850784,0.181340186
42.9911329,-78.7965597,362.910421,185.827316,0.191770213
42.99113,-78.7965966,365.929783,185.790314,0.190738576
42.99113,-78.7966339,368.963067,185.783966,0.191709015
42.9911286,-78.796671,371.98724,185.801285,0.191009599
42.991124,-78.7967078,375.020525,185.833817,0.210462097
42.99112,-78.7967446,378.049112,185.893051,0.23844751
42.99112,-78.7967819,381.082397,185.999176,0.291157464
42.99112,-78.7968192,384.115681,186.10556,0.349052146
42.9911155,-78.796856,387.14805,186.160736,0.368557364
42.9911109,-78.7968927,390.181335,186.210205,0.394733415
42.9911063,-78.7969295,393.214619,186.223816,0.416118453
42.9911017,-78.7969663,396.247903,186.200211,0.408022557
42.9911,-78.7970033,399.271022,186.163467,0.372517863
42.9911,-78.7970406,402.304307,186.132843,0.341139912
42.9910966,-78.7970775,405.329432,186.092514,0.314754185
42.991092,-78.7971143,408.362716,186.04158,0.290676613
42.99109,-78.7971514,411.385375,186.014969,0.285081251
42.99109,-78.7971887,414.41866,186.001221,0.293867719
42.991088,-78.7972257,417.441316,185.970352,0.302540537
42.9910834,-78.7972625,420.474601,185.919388,0.323566905
42.9910788,-78.7972992,423.507885,185.862076,0.341253568
42.9910742,-78.797336,426.54117,185.790344,0.347557127
42.99107,-78.7973728,429.571438,185.70163,0.342958414
42.99107,-78.7974101,432.604723,185.636337,0.346201993
42.99107,-78.7974474,435.638007,185.593933,0.369274275
42.9910651,-78.797484,438.667632,185.539856,0.396709299
42.9910599,-78.7975206,441.700902,185.50679,0.440554821
42.9910553,-78.7975574,444.734186,185.514908,0.513374816
42.9910507,-78.7975942,447.767471,185.526443,0.592551876
42.99105,-78.7976314,450.794966,185.541428,0.669351907
42.99105,-78.7976687,453.82825,185.550903,0.748443908
42.9910468,-78.7977056,456.852355,185.534286,0.833605366
42.9910422,-78.7977424,459.885639,185.492615,0.925256547
42.99104,-78.7977794,462.908085,185.457413,1.01286162
42.99104,-78.7978167,465.94137,185.449371,1.11801008
42.9910383,-78.7978538,468.964479,185.467911,1.25829849
42.9910337,-78.7978905,471.997764,185.466492,1.39974881
42.9910291,-78.7979273,475.031048,185.476883,1.53909119
42.9910245,-78.7979641,478.064333,185.491013,1.67017734
42.99102,-78.7980008,481.096664,185.496353,1.78456561
42.99102,-78.7980381,484.129948,185.517487,1.88073142
42.9910193,-78.7980753,487.157839,185.521271,1.96997425
42.9910147,-78.7981121,490.191123,185.497559,2.06307986
42.9910101,-78.7981489,493.224408,185.488083,2.16430111
42.99101,-78.7981861,496.256402,185.513306,2.26746276
42.99101,-78.7982234,499.289686,185.537445,2.36394668
